Location_ID,lon,lat,Vehicle_Type,Owner_Type,Body_Style,h6,h7,h8
Local_Freight_Business_Cutaway_0000020,-76.319812,37.019798,Local Freight,Business,Cutaway,86f043c07ffffff,87f043c03ffffff,88f043c035fffff
Local_Freight_Business_Cutaway_0000021,-76.404704,37.021093,Local Freight,Business,Cutaway,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cutaway_0000022,-76.369488,37.022564,Local Freight,Business,Cutaway,86f043c07ffffff,87f043c04ffffff,88f043c04dfffff
Local_Freight_Business_Cutaway_0000023,-76.346322,37.024501,Local Freight,Business,Cutaway,86f043c07ffffff,87f043c00ffffff,88f043c00dfffff
Local_Freight_Business_Cutaway_0000024,-76.361738,37.027693,Local Freight,Business,Cutaway,86f043c07ffffff,87f043c04ffffff,88f043c045fffff
Local_Freight_Business_Cutaway_0000025,-76.455712,37.028363,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cutaway_0000026,-76.353925,37.029742,Local Freight,Business,Cutaway,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cutaway_0000027,-76.423256,37.030907,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1bffffff,88f043d1bbfffff
Local_Freight_Business_Cutaway_0000028,-76.455131,37.034291,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cutaway_0000029,-76.415819,37.034407,Local Freight,Business,Cutaway,86f043d1fffffff,87f043c26ffffff,88f043d1b3fffff
Local_Freight_Business_Cutaway_0000030,-76.415674,37.034479,Local Freight,Business,Cutaway,86f043d1fffffff,87f043c26ffffff,88f043d1b3fffff
Local_Freight_Business_Cutaway_0000031,-76.457686,37.036311,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cutaway_0000032,-76.456906,37.038592,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cutaway_0000033,-76.374237,37.039361,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c31ffffff,88f043c313fffff
Local_Freight_Business_Cutaway_0000034,-76.37722,37.042996,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c31ffffff,88f043c31bfffff
Local_Freight_Business_Cutaway_0000035,-76.388164,37.044115,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c22ffffff,88f043c225fffff
Local_Freight_Business_Cutaway_0000036,-76.473925,37.046035,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1cbfffff
Local_Freight_Business_Cutaway_0000037,-76.45962,37.04953,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c3fffff
Local_Freight_Business_Cutaway_0000038,-76.488172,37.063152,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d023fffff
Local_Freight_Business_Cutaway_0000039,-76.408215,37.063508,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c35ffffff,88f043c359fffff
Local_Freight_Business_Cutaway_0000040,-76.489103,37.06355,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d023fffff
Local_Freight_Business_Cutaway_0000041,-76.489317,37.065262,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cutaway_0000042,-76.403093,37.066096,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c35ffffff,88f043c351fffff
Local_Freight_Business_Cutaway_0000043,-76.3931,37.069999,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c35ffffff,88f043c353fffff
Local_Freight_Business_Cutaway_0000044,-76.473761,37.073581,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c9fffff
Local_Freight_Business_Cutaway_0000045,-76.471506,37.075861,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cutaway_0000046,-76.498074,37.076278,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d029fffff
Local_Freight_Business_Cutaway_0000047,-76.468426,37.076953,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cutaway_0000048,-76.474287,37.083463,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cutaway_0000049,-76.473111,37.091418,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cutaway_0000050,-76.469658,37.092327,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cutaway_0000051,-76.467004,37.092538,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cutaway_0000052,-76.48815,37.094164,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cutaway_0000053,-76.474113,37.094672,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cutaway_0000054,-76.396397,37.101052,Local Freight,Business,Cutaway,86f043c37ffffff,87f043c35ffffff,88f043c355fffff
Local_Freight_Business_Cutaway_0000055,-76.513332,37.10663,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d06ffffff,88f043d065fffff
Local_Freight_Business_Cutaway_0000056,-76.498329,37.107952,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d02ffffff,88f043d02dfffff
Local_Freight_Business_Cutaway_0000057,-76.456871,37.112393,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cutaway_0000058,-76.527598,37.122344,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d33bfffff
Local_Freight_Business_Cutaway_0000059,-76.530049,37.123145,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d33bfffff
Local_Freight_Business_Cutaway_0000060,-76.529597,37.123948,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d33bfffff
Local_Freight_Business_Cutaway_0000061,-76.509778,37.124562,Local Freight,Business,Cutaway,86f043d07ffffff,87f043d15ffffff,88f043d15bfffff
Local_Freight_Business_Cutaway_0000062,-76.533943,37.125078,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d315fffff
Local_Freight_Business_Cutaway_0000063,-76.454801,37.125267,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
Local_Freight_Business_Cutaway_0000064,-76.533543,37.128318,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d315fffff
Local_Freight_Business_Cutaway_0000065,-76.527325,37.14169,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d33bfffff
Local_Freight_Business_Cutaway_0000066,-76.523266,37.141727,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d333fffff
Local_Freight_Business_Cutaway_0000067,-76.489285,37.144488,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d119fffff
Local_Freight_Business_Cutaway_0000068,-76.460471,37.153153,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1effffff,88f043d1e1fffff
Local_Freight_Business_Cutaway_0000069,-76.553089,37.153376,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d30ffffff,88f043d301fffff
Local_Freight_Business_Cutaway_0000070,-76.53168,37.154214,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d33ffffff,88f043d339fffff
Local_Freight_Business_Cutaway_0000071,-76.467699,37.164223,Local Freight,Business,Cutaway,86f043d1fffffff,87f043d1effffff,88f043d1e9fffff
Local_Freight_Business_Cutaway_0000072,-76.48075,37.17155,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d111fffff
Local_Freight_Business_Cutaway_0000073,-76.582136,37.17368,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d34ffffff,88f043d34dfffff
Local_Freight_Business_Cutaway_0000074,-76.57349,37.176338,Local Freight,Business,Cutaway,86f043d37ffffff,87f043d34ffffff,88f043d341fffff
Local_Freight_Business_Cutaway_0000075,-76.481691,37.179389,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d111fffff
Local_Freight_Business_Cutaway_0000076,-76.476008,37.179452,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cutaway_0000077,-76.476228,37.179746,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d117fffff
Local_Freight_Business_Cutaway_0000078,-76.478301,37.180081,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cutaway_0000079,-76.484573,37.18079,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d11dfffff
Local_Freight_Business_Cutaway_0000080,-76.480857,37.181967,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cutaway_0000081,-76.479195,37.184933,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d11ffffff,88f043d115fffff
Local_Freight_Business_Cutaway_0000082,-76.465176,37.193853,Local Freight,Business,Cutaway,86f043d17ffffff,87f043d1effffff,88f043d1edfffff
Local_Freight_Business_Cutaway_0000083,-76.432054,37.213852,Local Freight,Business,Cutaway,86f043dafffffff,87f043da9ffffff,88f043da99fffff
Local_Freight_Business_Cutaway_0000084,-77.421182,37.234201,Local Freight,Business,Cutaway,86f040c1fffffff,87f040c1effffff,88f040c1e5fffff
Local_Freight_Business_Cutaway_0000085,-77.423499,37.236555,Local Freight,Business,Cutaway,86f040c17ffffff,87f040c1effffff,88f040c133fffff
Local_Freight_Business_Cutaway_0000086,-76.66467,37.245666,Local Freight,Business,Cutaway,86f040697ffffff,87f040694ffffff,88f0406909fffff
Local_Freight_Business_Cutaway_0000087,-76.663948,37.245777,Local Freight,Business,Cutaway,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cutaway_0000088,-76.665773,37.247335,Local Freight,Business,Cutaway,86f040697ffffff,87f040694ffffff,88f0406947fffff
Local_Freight_Business_Cutaway_0000089,-76.661808,37.24742,Local Freight,Business,Cutaway,86f040697ffffff,87f040690ffffff,88f0406909fffff
Local_Freight_Business_Cutaway_0000090,-76.852366,37.251107,Local Freight,Business,Cutaway,86f0407b7ffffff,87f0407b2ffffff,88f0407b27fffff
Local_Freight_Business_Cutaway_0000091,-76.735974,37.251671,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cutaway_0000092,-76.738056,37.252046,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cutaway_0000093,-76.738002,37.252095,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b69ffffff,88f042b697fffff
Local_Freight_Business_Cutaway_0000094,-76.673539,37.259418,Local Freight,Business,Cutaway,86f040697ffffff,87f040694ffffff,88f0406941fffff
Local_Freight_Business_Cutaway_0000095,-76.634166,37.261686,Local Freight,Business,Cutaway,86f040697ffffff,87f040693ffffff,88f040693dfffff
Local_Freight_Business_Cutaway_0000096,-76.645539,37.265956,Local Freight,Business,Cutaway,86f040697ffffff,87f040690ffffff,88f0406907fffff
Local_Freight_Business_Cutaway_0000097,-76.639955,37.267008,Local Freight,Business,Cutaway,86f040697ffffff,87f040693ffffff,88f040693dfffff
Local_Freight_Business_Cutaway_0000098,-76.682629,37.267263,Local Freight,Business,Cutaway,86f040697ffffff,87f040694ffffff,88f040694dfffff
Local_Freight_Business_Cutaway_0000099,-76.701139,37.272568,Local Freight,Business,Cutaway,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cutaway_0000100,-76.707373,37.272733,Local Freight,Business,Cutaway,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cutaway_0000101,-76.699791,37.273061,Local Freight,Business,Cutaway,86f0406b7ffffff,87f0406b2ffffff,88f0406b25fffff
Local_Freight_Business_Cutaway_0000102,-76.709351,37.273375,Local Freight,Business,Cutaway,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cutaway_0000103,-76.7406,37.280691,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b69ffffff,88f042b695fffff
Local_Freight_Business_Cutaway_0000104,-76.705132,37.283687,Local Freight,Business,Cutaway,86f0406b7ffffff,87f0406b2ffffff,88f0406b2dfffff
Local_Freight_Business_Cutaway_0000105,-76.71006,37.285515,Local Freight,Business,Cutaway,86f0406b7ffffff,87f042b4dffffff,88f042b4dbfffff
Local_Freight_Business_Cutaway_0000106,-77.646797,37.286525,Local Freight,Business,Cutaway,86f040d17ffffff,87f040d14ffffff,88f040d149fffff
Local_Freight_Business_Cutaway_0000107,-76.771449,37.294498,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b6dffffff,88f042b6c3fffff
Local_Freight_Business_Cutaway_0000108,-77.467279,37.301636,Local Freight,Business,Cutaway,86f040c17ffffff,87f040c14ffffff,88f040c147fffff
Local_Freight_Business_Cutaway_0000109,-76.786682,37.304968,Local Freight,Business,Cutaway,86f040797ffffff,87f042b6cffffff,88f0407935fffff
Local_Freight_Business_Cutaway_0000110,-76.731266,37.307968,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b6bffffff,88f042b6b3fffff
Local_Freight_Business_Cutaway_0000111,-76.778298,37.315028,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b6cffffff,88f042b6cbfffff
Local_Freight_Business_Cutaway_0000112,-77.520237,37.326926,Local Freight,Business,Cutaway,86f040c37ffffff,87f040c36ffffff,88f040c365fffff
Local_Freight_Business_Cutaway_0000113,-77.408645,37.332787,Local Freight,Business,Cutaway,86f040cafffffff,87f040cadffffff,88f040cad5fffff
Local_Freight_Business_Cutaway_0000114,-76.750078,37.341564,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b68ffffff,88f042b687fffff
Local_Freight_Business_Cutaway_0000115,-77.350935,37.347039,Local Freight,Business,Cutaway,86f040c8fffffff,87f040c8dffffff,88f040c8d1fffff
Local_Freight_Business_Cutaway_0000116,-77.493641,37.348802,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d89ffffff,88f040d899fffff
Local_Freight_Business_Cutaway_0000117,-77.479165,37.350142,Local Freight,Business,Cutaway,86f040c17ffffff,87f040d89ffffff,88f040d893fffff
Local_Freight_Business_Cutaway_0000118,-77.476345,37.350339,Local Freight,Business,Cutaway,86f040c17ffffff,87f040c16ffffff,88f040c169fffff
Local_Freight_Business_Cutaway_0000119,-77.370466,37.350473,Local Freight,Business,Cutaway,86f040cafffffff,87f040cabffffff,88f040cab3fffff
Local_Freight_Business_Cutaway_0000120,-77.382205,37.350791,Local Freight,Business,Cutaway,86f040cafffffff,87f040cabffffff,88f040cab9fffff
Local_Freight_Business_Cutaway_0000121,-77.529,37.358255,Local Freight,Business,Cutaway,86f040dafffffff,87f040dabffffff,88f040dab3fffff
Local_Freight_Business_Cutaway_0000122,-77.408644,37.360237,Local Freight,Business,Cutaway,86f040cafffffff,87f040ca8ffffff,88f040ca89fffff
Local_Freight_Business_Cutaway_0000123,-77.500147,37.360875,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d89ffffff,88f040d899fffff
Local_Freight_Business_Cutaway_0000124,-77.41843,37.361939,Local Freight,Business,Cutaway,86f040cafffffff,87f040cacffffff,88f040cac1fffff
Local_Freight_Business_Cutaway_0000125,-77.679192,37.361951,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4dffffff,88f046a4d9fffff
Local_Freight_Business_Cutaway_0000126,-76.889114,37.367175,Local Freight,Business,Cutaway,86f0404efffffff,87f0404ebffffff,88f0404eb7fffff
Local_Freight_Business_Cutaway_0000127,-76.771242,37.36899,Local Freight,Business,Cutaway,86f042b6fffffff,87f042b6cffffff,88f042b6ebfffff
Local_Freight_Business_Cutaway_0000128,-77.505348,37.372769,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8dffffff,88f040d8d7fffff
Local_Freight_Business_Cutaway_0000129,-77.501097,37.374242,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d89ffffff,88f040d8d7fffff
Local_Freight_Business_Cutaway_0000130,-76.793831,37.378634,Local Freight,Business,Cutaway,86f042b67ffffff,87f042b61ffffff,88f042b61bfffff
Local_Freight_Business_Cutaway_0000131,-77.505782,37.381524,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8dffffff,88f040d8d7fffff
Local_Freight_Business_Cutaway_0000132,-76.806368,37.384357,Local Freight,Business,Cutaway,86f042b67ffffff,87f040792ffffff,88f042b653fffff
Local_Freight_Business_Cutaway_0000133,-77.423367,37.384773,Local Freight,Business,Cutaway,86f040cafffffff,87f040cacffffff,88f040cacdfffff
Local_Freight_Business_Cutaway_0000134,-76.804788,37.384974,Local Freight,Business,Cutaway,86f042b67ffffff,87f040792ffffff,88f0407925fffff
Local_Freight_Business_Cutaway_0000135,-77.729961,37.392815,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a68ffffff,88f046a6c7fffff
Local_Freight_Business_Cutaway_0000136,-77.517633,37.39591,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8dffffff,88f040d8ddfffff
Local_Freight_Business_Cutaway_0000137,-77.708961,37.39667,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a68ffffff,88f046a687fffff
Local_Freight_Business_Cutaway_0000138,-77.710416,37.397278,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a68ffffff,88f046a687fffff
Local_Freight_Business_Cutaway_0000139,-77.70694,37.400041,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a6bffffff,88f046a6bdfffff
Local_Freight_Business_Cutaway_0000140,-77.705634,37.400769,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a6bffffff,88f046a6bdfffff
Local_Freight_Business_Cutaway_0000141,-77.695676,37.401064,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a6bffffff,88f046a6b5fffff
Local_Freight_Business_Cutaway_0000142,-77.688452,37.401195,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a6bffffff,88f046a6b7fffff
Local_Freight_Business_Cutaway_0000143,-77.408243,37.401747,Local Freight,Business,Cutaway,86f040cafffffff,87f040caeffffff,88f040caebfffff
Local_Freight_Business_Cutaway_0000144,-77.673438,37.404859,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4dffffff,88f046a4d5fffff
Local_Freight_Business_Cutaway_0000145,-77.519427,37.406708,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8dffffff,88f040d8ddfffff
Local_Freight_Business_Cutaway_0000146,-77.679409,37.408524,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4dffffff,88f046a4ddfffff
Local_Freight_Business_Cutaway_0000147,-77.50644,37.408815,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8dffffff,88f040d88bfffff
Local_Freight_Business_Cutaway_0000148,-77.646404,37.410984,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a49ffffff,88f046a495fffff
Local_Freight_Business_Cutaway_0000149,-77.642728,37.413123,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a49ffffff,88f046a4bbfffff
Local_Freight_Business_Cutaway_0000150,-77.628008,37.413317,Local Freight,Business,Cutaway,86f040d17ffffff,87f040d16ffffff,88f040d165fffff
Local_Freight_Business_Cutaway_0000151,-77.645604,37.414139,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a49ffffff,88f046a495fffff
Local_Freight_Business_Cutaway_0000152,-77.639205,37.41759,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4bbfffff
Local_Freight_Business_Cutaway_0000153,-77.632369,37.418095,Local Freight,Business,Cutaway,86f046a4fffffff,87f040d16ffffff,88f040d16dfffff
Local_Freight_Business_Cutaway_0000154,-77.555111,37.418138,Local Freight,Business,Cutaway,86f040dafffffff,87f040da8ffffff,88f040da85fffff
Local_Freight_Business_Cutaway_0000155,-77.640326,37.418572,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4bbfffff
Local_Freight_Business_Cutaway_0000156,-77.648748,37.422985,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a49ffffff,88f046a495fffff
Local_Freight_Business_Cutaway_0000157,-77.636825,37.424894,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4bbfffff
Local_Freight_Business_Cutaway_0000158,-77.494153,37.426509,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d883fffff
Local_Freight_Business_Cutaway_0000159,-77.616836,37.430546,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da5bfffff
Local_Freight_Business_Cutaway_0000160,-77.621067,37.431515,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da5bfffff
Local_Freight_Business_Cutaway_0000161,-77.614364,37.43307,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da5bfffff
Local_Freight_Business_Cutaway_0000162,-77.607185,37.434438,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da53fffff
Local_Freight_Business_Cutaway_0000163,-77.609071,37.434988,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da53fffff
Local_Freight_Business_Cutaway_0000164,-77.595798,37.439694,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da1bfffff
Local_Freight_Business_Cutaway_0000165,-77.591264,37.439827,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da13fffff
Local_Freight_Business_Cutaway_0000166,-77.592844,37.441573,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da1bfffff
Local_Freight_Business_Cutaway_0000167,-77.588971,37.441666,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da13fffff
Local_Freight_Business_Cutaway_0000168,-77.581717,37.44254,Local Freight,Business,Cutaway,86f040dafffffff,87f040daeffffff,88f040dae9fffff
Local_Freight_Business_Cutaway_0000169,-77.592543,37.44284,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da11fffff
Local_Freight_Business_Cutaway_0000170,-77.621563,37.445857,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000171,-77.569775,37.448494,Local Freight,Business,Cutaway,86f040dafffffff,87f040daeffffff,88f040dae1fffff
Local_Freight_Business_Cutaway_0000172,-77.571201,37.448642,Local Freight,Business,Cutaway,86f040dafffffff,87f040daeffffff,88f040dae1fffff
Local_Freight_Business_Cutaway_0000173,-77.652535,37.450628,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a48ffffff,88f046a483fffff
Local_Freight_Business_Cutaway_0000174,-77.649926,37.451896,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4b9fffff
Local_Freight_Business_Cutaway_0000175,-77.625485,37.452597,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000176,-77.627385,37.452667,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000177,-77.511897,37.453463,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d889fffff
Local_Freight_Business_Cutaway_0000178,-77.626171,37.454053,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000179,-77.488467,37.454081,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8bffffff,88f040d8b9fffff
Local_Freight_Business_Cutaway_0000180,-77.455149,37.45453,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca5ffffff,88f040ca51fffff
Local_Freight_Business_Cutaway_0000181,-77.443327,37.454984,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca1ffffff,88f040ca19fffff
Local_Freight_Business_Cutaway_0000182,-77.62765,37.455503,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000183,-77.647634,37.456565,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4b9fffff
Local_Freight_Business_Cutaway_0000184,-77.655278,37.459548,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a48ffffff,88f046a483fffff
Local_Freight_Business_Cutaway_0000185,-77.628483,37.460889,Local Freight,Business,Cutaway,86f040da7ffffff,87f046a4bffffff,88f040da59fffff
Local_Freight_Business_Cutaway_0000186,-77.546693,37.46111,Local Freight,Business,Cutaway,86f040dafffffff,87f040daaffffff,88f040daa1fffff
Local_Freight_Business_Cutaway_0000187,-77.468787,37.467013,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040d8bffffff,88f040d8b7fffff
Local_Freight_Business_Cutaway_0000188,-77.533873,37.468439,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8cffffff,88f040d8cdfffff
Local_Freight_Business_Cutaway_0000189,-77.652415,37.468869,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a48ffffff,88f046a487fffff
Local_Freight_Business_Cutaway_0000190,-77.639088,37.469238,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4bffffff,88f046a4b1fffff
Local_Freight_Business_Cutaway_0000191,-77.529762,37.471474,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8cffffff,88f040d8cdfffff
Local_Freight_Business_Cutaway_0000192,-77.520228,37.475547,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8cffffff,88f040d8c7fffff
Local_Freight_Business_Cutaway_0000193,-77.475304,37.48763,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8bffffff,88f040d8b5fffff
Local_Freight_Business_Cutaway_0000194,-77.564114,37.49563,Local Freight,Business,Cutaway,86f040dafffffff,87f040daeffffff,88f040dae7fffff
Local_Freight_Business_Cutaway_0000195,-77.603735,37.498016,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da0ffffff,88f040da1dfffff
Local_Freight_Business_Cutaway_0000196,-77.5374,37.498868,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d81ffffff,88f040d81bfffff
Local_Freight_Business_Cutaway_0000197,-77.614339,37.500438,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da55fffff
Local_Freight_Business_Cutaway_0000198,-77.599821,37.500548,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da1dfffff
Local_Freight_Business_Cutaway_0000199,-77.607784,37.500922,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da0bfffff
Local_Freight_Business_Cutaway_0000200,-77.556346,37.501039,Local Freight,Business,Cutaway,86f040dafffffff,87f040d85ffffff,88f040daadfffff
Local_Freight_Business_Cutaway_0000201,-77.342145,37.501104,Local Freight,Business,Cutaway,86f040c8fffffff,87f040c88ffffff,88f040c885fffff
Local_Freight_Business_Cutaway_0000202,-77.5782,37.501412,Local Freight,Business,Cutaway,86f040da7ffffff,87f040daeffffff,88f040daedfffff
Local_Freight_Business_Cutaway_0000203,-77.580414,37.501432,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da3ffffff,88f040daedfffff
