Location_ID,lon,lat,Vehicle_Type,Owner_Type,Body_Style,h6,h7,h8
Local_Freight_Business_Cutaway_0000204,-77.593652,37.501598,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da1ffffff,88f040da15fffff
Local_Freight_Business_Cutaway_0000205,-77.629155,37.502496,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da4ffffff,88f040da4bfffff
Local_Freight_Business_Cutaway_0000206,-77.521663,37.502643,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8cffffff,88f040d8c5fffff
Local_Freight_Business_Cutaway_0000207,-77.521001,37.502762,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8cffffff,88f040d8c5fffff
Local_Freight_Business_Cutaway_0000208,-77.499594,37.502789,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d885fffff
Local_Freight_Business_Cutaway_0000209,-77.609151,37.503049,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da5ffffff,88f040da0bfffff
Local_Freight_Business_Cutaway_0000210,-77.717145,37.503273,Local Freight,Business,Cutaway,86f046a6fffffff,87f046a6affffff,88f046a6adfffff
Local_Freight_Business_Cutaway_0000211,-77.496935,37.503599,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d885fffff
Local_Freight_Business_Cutaway_0000212,-77.508429,37.504996,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e3fffff
Local_Freight_Business_Cutaway_0000213,-77.69227,37.505192,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a4cffffff,88f046a4cdfffff
Local_Freight_Business_Cutaway_0000214,-77.50039,37.505438,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d885fffff
Local_Freight_Business_Cutaway_0000215,-77.384686,37.506515,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c81ffffff,88f040caa5fffff
Local_Freight_Business_Cutaway_0000216,-77.667696,37.506742,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a48ffffff,88f046a48dfffff
Local_Freight_Business_Cutaway_0000217,-77.448184,37.506811,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Business_Cutaway_0000218,-77.660723,37.50689,Local Freight,Business,Cutaway,86f046a4fffffff,87f046a48ffffff,88f046a485fffff
Local_Freight_Business_Cutaway_0000219,-77.601723,37.507279,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da0ffffff,88f040da1dfffff
Local_Freight_Business_Cutaway_0000220,-77.498977,37.508071,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d88ffffff,88f040d885fffff
Local_Freight_Business_Cutaway_0000221,-77.463681,37.508813,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca43fffff
Local_Freight_Business_Cutaway_0000222,-77.337788,37.509525,Local Freight,Business,Cutaway,86f040c8fffffff,87f040c8affffff,88f040c8a9fffff
Local_Freight_Business_Cutaway_0000223,-77.703454,37.513774,Local Freight,Business,Cutaway,86f046a47ffffff,87f046a6affffff,88f046a6a5fffff
Local_Freight_Business_Cutaway_0000224,-77.453454,37.514601,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Business_Cutaway_0000225,-77.338829,37.515964,Local Freight,Business,Cutaway,86f040c8fffffff,87f040c8affffff,88f040c8a9fffff
Local_Freight_Business_Cutaway_0000226,-77.452833,37.51868,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Business_Cutaway_0000227,-77.447478,37.519183,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Business_Cutaway_0000228,-77.44393,37.521439,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Business_Cutaway_0000229,-77.436399,37.521481,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Business_Cutaway_0000230,-77.490624,37.522633,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8abfffff
Local_Freight_Business_Cutaway_0000231,-77.311769,37.522947,Local Freight,Business,Cutaway,86f040527ffffff,87f040524ffffff,88f0405249fffff
Local_Freight_Business_Cutaway_0000232,-77.35326,37.523018,Local Freight,Business,Cutaway,86f040c8fffffff,87f040c8effffff,88f040c8e1fffff
Local_Freight_Business_Cutaway_0000233,-77.430385,37.530727,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Business_Cutaway_0000234,-77.434769,37.532995,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Business_Cutaway_0000235,-77.431329,37.534042,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Business_Cutaway_0000236,-77.427165,37.534388,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Business_Cutaway_0000237,-77.419597,37.534644,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca31fffff
Local_Freight_Business_Cutaway_0000238,-77.56123,37.535359,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d85ffffff,88f040d851fffff
Local_Freight_Business_Cutaway_0000239,-77.409414,37.536403,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c85ffffff,88f040c859fffff
Local_Freight_Business_Cutaway_0000240,-77.444403,37.540741,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Business_Cutaway_0000241,-77.41682,37.543835,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca37fffff
Local_Freight_Business_Cutaway_0000242,-77.444623,37.54386,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Business_Cutaway_0000243,-77.432079,37.545204,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Business_Cutaway_0000244,-77.492016,37.545912,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8a1fffff
Local_Freight_Business_Cutaway_0000245,-77.439357,37.546411,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca07fffff
Local_Freight_Business_Cutaway_0000246,-77.4447,37.547737,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Business_Cutaway_0000247,-77.46112,37.547835,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca47fffff
Local_Freight_Business_Cutaway_0000248,-77.453373,37.548202,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Business_Cutaway_0000249,-77.475084,37.548905,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca49fffff
Local_Freight_Business_Cutaway_0000250,-77.449898,37.549415,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Business_Cutaway_0000251,-77.452388,37.550177,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Business_Cutaway_0000252,-77.470141,37.550364,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca41fffff
Local_Freight_Business_Cutaway_0000253,-77.571753,37.553435,Local Freight,Business,Cutaway,86f040d87ffffff,87f040da3ffffff,88f040da37fffff
Local_Freight_Business_Cutaway_0000254,-77.431593,37.554777,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca3dfffff
Local_Freight_Business_Cutaway_0000255,-77.452269,37.556566,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca0dfffff
Local_Freight_Business_Cutaway_0000256,-77.459494,37.556569,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca47fffff
Local_Freight_Business_Cutaway_0000257,-77.444252,37.557196,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Business_Cutaway_0000258,-77.478685,37.557232,Local Freight,Business,Cutaway,86f040d8fffffff,87f040ca4ffffff,88f040d8a7fffff
Local_Freight_Business_Cutaway_0000259,-77.408426,37.55919,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c85ffffff,88f040c85dfffff
Local_Freight_Business_Cutaway_0000260,-77.473122,37.559295,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000261,-77.47239,37.559424,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000262,-77.477892,37.559451,Local Freight,Business,Cutaway,86f040d8fffffff,87f040ca4ffffff,88f040d8a7fffff
Local_Freight_Business_Cutaway_0000263,-77.373612,37.561185,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c81ffffff,88f040c815fffff
Local_Freight_Business_Cutaway_0000264,-77.47698,37.563257,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000265,-77.471132,37.565302,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000266,-77.446308,37.565367,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Business_Cutaway_0000267,-77.472195,37.565758,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000268,-77.459622,37.566479,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca47fffff
Local_Freight_Business_Cutaway_0000269,-77.471068,37.566969,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000270,-77.47182,37.568995,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000271,-77.435476,37.571403,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca0ffffff,88f040ca07fffff
Local_Freight_Business_Cutaway_0000272,-77.517546,37.572571,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8edfffff
Local_Freight_Business_Cutaway_0000273,-77.473754,37.572878,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000274,-77.484206,37.574965,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8a7fffff
Local_Freight_Business_Cutaway_0000275,-77.466788,37.576078,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000276,-77.397211,37.576136,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c85ffffff,88f040c855fffff
Local_Freight_Business_Cutaway_0000277,-77.489044,37.576785,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8a5fffff
Local_Freight_Business_Cutaway_0000278,-77.473525,37.577328,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000279,-77.49493,37.582182,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Business_Cutaway_0000280,-77.422898,37.58236,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca35fffff
Local_Freight_Business_Cutaway_0000281,-77.472942,37.582841,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Business_Cutaway_0000282,-77.478493,37.584087,Local Freight,Business,Cutaway,86f040d9fffffff,87f040d99ffffff,88f040d99bfffff
Local_Freight_Business_Cutaway_0000283,-77.435108,37.584216,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca2ffffff,88f040ca2bfffff
Local_Freight_Business_Cutaway_0000284,-77.499313,37.585202,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Business_Cutaway_0000285,-77.422227,37.585214,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca35fffff
Local_Freight_Business_Cutaway_0000286,-77.495293,37.585976,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Business_Cutaway_0000287,-77.425039,37.58671,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca3ffffff,88f040ca35fffff
Local_Freight_Business_Cutaway_0000288,-77.408114,37.588378,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c84ffffff,88f040c84bfffff
Local_Freight_Business_Cutaway_0000289,-77.452729,37.590468,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca6ffffff,88f040ca0dfffff
Local_Freight_Business_Cutaway_0000290,-77.505224,37.592343,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d9dffffff,88f040d9dbfffff
Local_Freight_Business_Cutaway_0000291,-77.508311,37.593217,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000292,-77.50905,37.593851,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000293,-77.516113,37.594587,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000294,-77.575726,37.594755,Local Freight,Business,Cutaway,86f040d87ffffff,87f040da3ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000295,-77.575337,37.594767,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000296,-77.516264,37.595169,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000297,-77.566863,37.595245,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d85dfffff
Local_Freight_Business_Cutaway_0000298,-77.566744,37.595449,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d85dfffff
Local_Freight_Business_Cutaway_0000299,-77.566567,37.595616,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d85dfffff
Local_Freight_Business_Cutaway_0000300,-77.574242,37.595635,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000301,-77.566255,37.595738,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d85dfffff
Local_Freight_Business_Cutaway_0000302,-77.514846,37.595813,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000303,-77.510543,37.596215,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000304,-77.373647,37.596461,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c83ffffff,88f040c815fffff
Local_Freight_Business_Cutaway_0000305,-77.373372,37.596704,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c83ffffff,88f040c815fffff
Local_Freight_Business_Cutaway_0000306,-77.616629,37.597818,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da6ffffff,88f040da6bfffff
Local_Freight_Business_Cutaway_0000307,-77.619021,37.598637,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da6ffffff,88f040da6bfffff
Local_Freight_Business_Cutaway_0000308,-77.6234,37.599084,Local Freight,Business,Cutaway,86f040da7ffffff,87f040da4ffffff,88f040da45fffff
Local_Freight_Business_Cutaway_0000309,-77.51371,37.59954,Local Freight,Business,Cutaway,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Business_Cutaway_0000310,-77.370299,37.599661,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c83ffffff,88f040c83bfffff
Local_Freight_Business_Cutaway_0000311,-77.467295,37.599702,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000312,-77.379227,37.600145,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c80ffffff,88f040c803fffff
Local_Freight_Business_Cutaway_0000313,-77.379442,37.601087,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c80ffffff,88f040c803fffff
Local_Freight_Business_Cutaway_0000314,-77.332183,37.601753,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c9dffffff,88f040c9d3fffff
Local_Freight_Business_Cutaway_0000315,-77.373991,37.601965,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c83ffffff,88f040c839fffff
Local_Freight_Business_Cutaway_0000316,-77.467615,37.602451,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000317,-77.467652,37.602761,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000318,-77.466847,37.602849,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000319,-77.466444,37.604245,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040ca6ffffff,88f040ca45fffff
Local_Freight_Business_Cutaway_0000320,-77.571867,37.605032,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000321,-77.570813,37.605511,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000322,-77.572953,37.606407,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Business_Cutaway_0000323,-77.564657,37.609739,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Business_Cutaway_0000324,-77.342786,37.610783,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c9dffffff,88f040c9d1fffff
Local_Freight_Business_Cutaway_0000325,-77.564336,37.61143,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Business_Cutaway_0000326,-77.345318,37.611765,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c9dffffff,88f040c9d9fffff
Local_Freight_Business_Cutaway_0000327,-77.338415,37.613021,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c9dffffff,88f040c9d3fffff
Local_Freight_Business_Cutaway_0000328,-77.324095,37.61435,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c99ffffff,88f040c999fffff
Local_Freight_Business_Cutaway_0000329,-77.47107,37.614806,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040d99ffffff,88f040d993fffff
Local_Freight_Business_Cutaway_0000330,-77.323711,37.616005,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c99ffffff,88f040c999fffff
Local_Freight_Business_Cutaway_0000331,-77.470181,37.616133,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040d99ffffff,88f040d993fffff
Local_Freight_Business_Cutaway_0000332,-77.32322,37.616176,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c99ffffff,88f040c999fffff
Local_Freight_Business_Cutaway_0000333,-77.338639,37.616254,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c9dffffff,88f040c9d1fffff
Local_Freight_Business_Cutaway_0000334,-77.323475,37.616387,Local Freight,Business,Cutaway,86f040c9fffffff,87f040c99ffffff,88f040c999fffff
Local_Freight_Business_Cutaway_0000335,-77.470267,37.616713,Local Freight,Business,Cutaway,86f040ca7ffffff,87f040d99ffffff,88f040d993fffff
Local_Freight_Business_Cutaway_0000336,-77.399089,37.619437,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c80ffffff,88f040c809fffff
Local_Freight_Business_Cutaway_0000337,-77.524717,37.621029,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d83ffffff,88f040d831fffff
Local_Freight_Business_Cutaway_0000338,-77.639597,37.622018,Local Freight,Business,Cutaway,86f046a5fffffff,87f046a59ffffff,88f046a59bfffff
Local_Freight_Business_Cutaway_0000339,-77.527718,37.622411,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d83ffffff,88f040d831fffff
Local_Freight_Business_Cutaway_0000340,-77.556881,37.622666,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d80ffffff,88f040d809fffff
Local_Freight_Business_Cutaway_0000341,-77.641339,37.623608,Local Freight,Business,Cutaway,86f046a5fffffff,87f046a59ffffff,88f046a59bfffff
Local_Freight_Business_Cutaway_0000342,-77.524321,37.623699,Local Freight,Business,Cutaway,86f040d87ffffff,87f040d83ffffff,88f040d831fffff
Local_Freight_Business_Cutaway_0000343,-77.387278,37.624294,Local Freight,Business,Cutaway,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Business_Cutaway_0000344,-77.301413,37.625439,Local Freight,Business,Cutaway,86f040527ffffff,87f040526ffffff,88f0405269fffff
